Ligand,Mode,Vina_Affinity,CNN_Pose_Confidence,CNN_pKd
candidate_91,8,8.15,0.343,5.192
candidate_91,9,11.44,0.3312,5.42
candidate_92,1,20.38,0.7234,6.648
candidate_92,2,-6.69,0.6681,6.205
candidate_92,3,-0.42,0.5304,5.924
candidate_92,4,28.35,0.5208,5.787
candidate_92,5,5.37,0.5069,5.442
candidate_92,6,0.8,0.4983,5.865
candidate_92,7,11.01,0.4835,5.431
candidate_92,8,21.14,0.4644,5.706
candidate_92,9,0.66,0.4379,5.796
candidate_93,1,8.48,0.5577,6.569
candidate_93,2,21.17,0.5325,5.845
candidate_93,3,35.89,0.4807,6.508
candidate_93,4,23.15,0.3359,6.48
candidate_93,5,21.04,0.2942,5.786
candidate_93,6,18.34,0.2838,5.752
candidate_93,7,14.59,0.2794,5.985
candidate_93,8,24.08,0.2603,5.722
candidate_93,9,6.93,0.2521,5.719
candidate_94,1,1.5,0.4212,6.143
candidate_94,2,5.67,0.3927,5.909
candidate_94,3,14.98,0.3224,5.886
candidate_94,4,0.89,0.2959,6.15
candidate_94,5,2.47,0.2724,5.348
candidate_94,6,-5.87,0.206,6.16
candidate_94,7,-9.17,0.2053,6.417
candidate_94,8,2.46,0.1889,5.41
candidate_94,9,13.39,0.1814,5.405
candidate_95,1,26.04,0.4812,6.573
candidate_95,2,56.62,0.4349,6.012
candidate_95,3,29.35,0.4203,5.734
candidate_95,4,12.22,0.3876,5.342
candidate_95,5,12.87,0.3486,5.215
candidate_95,6,5.48,0.313,5.265
candidate_95,7,9.37,0.2993,5.455
candidate_95,8,21.1,0.2779,6.137
candidate_95,9,6.96,0.264,5.138
candidate_96,1,23.99,0.8068,6.748
candidate_96,2,25.25,0.7071,6.59
candidate_96,3,-6.79,0.6695,6.781
candidate_96,4,17.17,0.6094,5.538
candidate_96,5,9.7,0.6038,5.684
candidate_96,6,-0.84,0.5853,5.353
candidate_96,7,21.21,0.5622,6.226
candidate_96,8,4.28,0.5592,5.314
candidate_96,9,14.64,0.5405,5.378
candidate_97,1,8.73,0.4287,5.208
candidate_97,2,2.79,0.2524,4.962
candidate_97,3,20.04,0.2096,4.859
candidate_97,4,10.04,0.1866,4.549
candidate_97,5,7.08,0.1828,4.775
candidate_97,6,24.03,0.1755,4.92
candidate_97,7,5.45,0.1754,4.698
candidate_97,8,10.36,0.167,4.737
candidate_97,9,13.51,0.164,4.539
candidate_98,1,11.7,0.6196,5.933
candidate_98,2,8.21,0.6186,6.053
candidate_98,3,17.37,0.6033,5.942
candidate_98,4,5.77,0.5803,6.323
candidate_98,5,1.24,0.5753,5.398
candidate_98,6,6.67,0.5656,5.489
candidate_98,7,8.1,0.5612,6.179
candidate_98,8,9.2,0.5583,5.509
candidate_98,9,7.77,0.5542,5.581
candidate_99,1,9.9,0.5779,5.425
candidate_99,2,-6.89,0.5116,6.839
candidate_99,3,21.88,0.4803,5.166
candidate_99,4,-3.16,0.4568,5.646
candidate_99,5,-6.51,0.4426,6.83
candidate_99,6,1.67,0.4185,5.881
candidate_99,7,16.9,0.3973,4.945
candidate_99,8,14.45,0.393,5.177
candidate_99,9,17.62,0.3862,5.295
ccl,1,-8.84,0.9957,7.985
ccl,2,-8.29,0.9937,7.957
ccl,3,-8.23,0.9818,7.72
ccl,4,-8.1,0.9631,7.534
ccl,5,-7.81,0.9318,7.592
ccl,6,-7.61,0.9277,7.639
ccl,7,-7.02,0.57,7.102
ccl,8,8.19,0.5242,5.962
ccl,9,8.46,0.5191,5.613
